trans_id                                           account_id                                         date                                               type                                               operation                                          amount                                             balance                                            k_symbol                                           bank                                               account
451893                                             1536                                               930312                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    25609.00                                           51649.00                                           ""                                                 "QR"                                               "51120805"
237946                                             813                                                930312                                             "PRIJEM"                                           "VKLAD"                                            700.00                                             26143.50                                           ""                                                 NULL                                               NULL
1074957                                            3674                                               930312                                             "PRIJEM"                                           "VKLAD"                                            1000.00                                            1000.00                                            ""                                                 NULL                                               NULL
1183179                                            4055                                               930312                                             "PRIJEM"                                           "VKLAD"                                            20281.00                                           43883.10                                           ""                                                 NULL                                               NULL
671440                                             2293                                               930312                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    6745.00                                            7445.00                                            "DUCHOD"                                           "EF"                                               "62203752"
537464                                             1829                                               930312                                             "PRIJEM"                                           "VKLAD"                                            7429.00                                            8329.00                                            ""                                                 NULL                                               NULL
394000                                             1338                                               930312                                             "VYDAJ"                                            "VYBER"                                            2400.00                                            30975.50                                           ""                                                 NULL                                               NULL
782001                                             2666                                               930312                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    2901.00                                            3501.00                                            ""                                                 "IJ"                                               "69472062"
127570                                             428                                                930312                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    6614.00                                            6814.00                                            "DUCHOD"                                           "CD"                                               "71194147"
117087                                             395                                                930312                                             "PRIJEM"                                           "VKLAD"                                            400.00                                             400.00                                             ""                                                 NULL                                               NULL
359514                                             1222                                               930312                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    6310.00                                            13320.00                                           "DUCHOD"                                           "KL"                                               "77489798"
754235                                             2574                                               930312                                             "PRIJEM"                                           "VKLAD"                                            14319.00                                           32677.00                                           ""                                                 NULL                                               NULL
689830                                             2357                                               930312                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    6434.00                                            20151.60                                           "DUCHOD"                                           "OP"                                               "34144538"
725754                                             2484                                               930312                                             "PRIJEM"                                           "VKLAD"                                            14779.00                                           42997.30                                           ""                                                 NULL                                               NULL
707248                                             2423                                               930312                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    5671.00                                            6071.00                                            "DUCHOD"                                           "UV"                                               "2074182"
565657                                             1926                                               930312                                             "PRIJEM"                                           "VKLAD"                                            4507.00                                            26689.60                                           ""                                                 NULL                                               NULL
599192                                             2039                                               930312                                             "PRIJEM"                                           "VKLAD"                                            300.00                                             300.00                                             ""                                                 NULL                                               NULL
857976                                             2925                                               930312                                             "PRIJEM"                                           "VKLAD"                                            6446.00                                            27628.40                                           ""                                                 NULL                                               NULL
989749                                             3374                                               930312                                             "PRIJEM"                                           "VKLAD"                                            24784.00                                           24984.00                                           ""                                                 NULL                                               NULL
207267                                             704                                                930312                                             "PRIJEM"                                           "VKLAD"                                            17477.00                                           47570.30                                           ""                                                 NULL                                               NULL
2242713                                            7401                                               930312                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    20236.00                                           21336.00                                           ""                                                 "ST"                                               "66487163"
279                                                2                                                  930312                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    20236.00                                           21336.00                                           ""                                                 "ST"                                               "66487163"
477641                                             1628                                               930312                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    4276.00                                            13562.10                                           "DUCHOD"                                           "UV"                                               "15916598"
309327                                             1054                                               930312                                             "PRIJEM"                                           "VKLAD"                                            9650.00                                            10450.00                                           ""                                                 NULL                                               NULL
307764                                             1050                                               930312                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    25317.00                                           26317.00                                           ""                                                 "WX"                                               "2865469"
1050257                                            3593                                               930312                                             "PRIJEM"                                           "VKLAD"                                            15787.00                                           15987.00                                           ""                                                 NULL                                               NULL
796073                                             2712                                               930312                                             "PRIJEM"                                           "VKLAD"                                            400.00                                             400.00                                             ""                                                 NULL                                               NULL
758170                                             2585                                               930312                                             "PRIJEM"                                           "VKLAD"                                            4200.00                                            20201.00                                           ""                                                 NULL                                               NULL
1121966                                            3834                                               930312                                             "PRIJEM"                                           "VKLAD"                                            13875.00                                           35084.70                                           ""                                                 NULL                                               NULL
101685                                             346                                                930312                                             "VYDAJ"                                            "VYBER"                                            7900.00                                            34032.00                                           ""                                                 NULL                                               NULL
83661                                              280                                                930312                                             "PRIJEM"                                           "VKLAD"                                            12043.00                                           30605.30                                           ""                                                 NULL                                               NULL
711851                                             2434                                               930312                                             "PRIJEM"                                           "VKLAD"                                            4391.00                                            19994.60                                           ""                                                 NULL                                               NULL
490780                                             1675                                               930312                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    4327.00                                            9767.70                                            "DUCHOD"                                           "AB"                                               "50350195"
48643                                              163                                                930313                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    6698.00                                            14296.00                                           "DUCHOD"                                           "YZ"                                               "76209622"
34887                                              112                                                930313                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    6582.00                                            6782.00                                            "DUCHOD"                                           "EF"                                               "24612278"
37883                                              123                                                930313                                             "PRIJEM"                                           "VKLAD"                                            200.00                                             200.00                                             ""                                                 NULL                                               NULL
142153                                             477                                                930313                                             "PRIJEM"                                           "VKLAD"                                            16392.00                                           34697.60                                           ""                                                 NULL                                               NULL
785193                                             2676                                               930313                                             "PRIJEM"                                           "VKLAD"                                            15263.00                                           34048.30                                           ""                                                 NULL                                               NULL
3314627                                            11013                                              930313                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    42244.00                                           42844.00                                           ""                                                 "YZ"                                               "45816707"
2910390                                            9640                                               930313                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    19106.00                                           19106.00                                           ""                                                 "UV"                                               "13876933"
2910387                                            9640                                               930313                                             "PRIJEM"                                           "VKLAD"                                            1100.00                                            20206.00                                           ""                                                 NULL                                               NULL
1256507                                            4296                                               930313                                             "PRIJEM"                                           "VKLAD"                                            18729.00                                           42865.20                                           ""                                                 NULL                                               NULL
439038                                             1493                                               930313                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    5009.00                                            15262.00                                           "DUCHOD"                                           "AB"                                               "54522466"
435765                                             1481                                               930313                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    3098.00                                            7196.00                                            ""                                                 "AB"                                               "21098941"
811286                                             2763                                               930313                                             "VYDAJ"                                            "VYBER"                                            18300.00                                           46921.00                                           ""                                                 NULL                                               NULL
218881                                             744                                                930313                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    5740.00                                            6140.00                                            "DUCHOD"                                           "GH"                                               "94336568"
914521                                             3117                                               930313                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    5355.00                                            6255.00                                            "DUCHOD"                                           "CD"                                               "1493776"
873125                                             2974                                               930313                                             "PRIJEM"                                           "VKLAD"                                            1100.00                                            1100.00                                            ""                                                 NULL                                               NULL
618170                                             2110                                               930313                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    3076.00                                            3676.00                                            ""                                                 "WX"                                               "47164356"
615784                                             2099                                               930313                                             "VYDAJ"                                            "VYBER"                                            27200.00                                           55839.40                                           ""                                                 NULL                                               NULL
660837                                             2256                                               930313                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    4729.00                                            10170.90                                           "DUCHOD"                                           "AB"                                               "59773492"
1036266                                            3545                                               930313                                             "PRIJEM"                                           "VKLAD"                                            20203.00                                           21103.00                                           ""                                                 NULL                                               NULL
480217                                             1637                                               930313                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    5718.00                                            17695.80                                           "DUCHOD"                                           "UV"                                               "45134812"
1142761                                            3909                                               930313                                             "PRIJEM"                                           "VKLAD"                                            24400.00                                           49058.60                                           ""                                                 NULL                                               NULL
404593                                             1378                                               930313                                             "PRIJEM"                                           "VKLAD"                                            24419.00                                           25519.00                                           ""                                                 NULL                                               NULL
716044                                             2453                                               930313                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    3285.00                                            3685.00                                            ""                                                 "OP"                                               "70054560"
796788                                             2714                                               930313                                             "PRIJEM"                                           "VKLAD"                                            1300.00                                            14200.00                                           ""                                                 NULL                                               NULL
871634                                             2970                                               930313                                             "PRIJEM"                                           "VKLAD"                                            9658.00                                            29139.20                                           ""                                                 NULL                                               NULL
757956                                             2585                                               930313                                             "PRIJEM"                                           "VKLAD"                                            14963.00                                           35164.00                                           ""                                                 NULL                                               NULL
756210                                             2581                                               930313                                             "PRIJEM"                                           "VKLAD"                                            19653.00                                           20153.00                                           ""                                                 NULL                                               NULL
622630                                             2124                                               930313                                             "PRIJEM"                                           "VKLAD"                                            21431.00                                           21931.00                                           ""                                                 NULL                                               NULL
505243                                             1726                                               930313                                             "PRIJEM"                                           "VKLAD"                                            13967.00                                           45849.20                                           ""                                                 NULL                                               NULL
846009                                             2881                                               930313                                             "PRIJEM"                                           "VKLAD"                                            6959.00                                            31361.70                                           ""                                                 NULL                                               NULL
1021123                                            3487                                               930313                                             "PRIJEM"                                           "VKLAD"                                            15914.00                                           46696.60                                           ""                                                 NULL                                               NULL
94647                                              322                                                930313                                             "PRIJEM"                                           "VKLAD"                                            16646.00                                           17646.00                                           ""                                                 NULL                                               NULL
733694                                             2508                                               930314                                             "PRIJEM"                                           "VKLAD"                                            700.00                                             700.00                                             ""                                                 NULL                                               NULL
174562                                             588                                                930314                                             "PRIJEM"                                           "VKLAD"                                            1000.00                                            1000.00                                            ""                                                 NULL                                               NULL
131925                                             443                                                930314                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    3058.00                                            6616.00                                            ""                                                 "ST"                                               "29172384"
571552                                             1944                                               930314                                             "PRIJEM"                                           "VKLAD"                                            3000.00                                            21680.00                                           ""                                                 NULL                                               NULL
122245                                             411                                                930314                                             "PRIJEM"                                           "VKLAD"                                            18497.00                                           40336.20                                           ""                                                 NULL                                               NULL
577581                                             1966                                               930314                                             "VYDAJ"                                            "VYBER"                                            7500.00                                            34581.90                                           ""                                                 NULL                                               NULL
577277                                             1966                                               930314                                             "PRIJEM"                                           "VKLAD"                                            20567.00                                           42081.90                                           ""                                                 NULL                                               NULL
745025                                             2543                                               930314                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    6148.00                                            13412.20                                           "DUCHOD"                                           "CD"                                               "4203528"
2908691                                            9635                                               930314                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    4470.00                                            13853.20                                           "DUCHOD"                                           "CD"                                               "37906074"
1101122                                            3760                                               930314                                             "VYDAJ"                                            "VYBER"                                            5200.00                                            30969.70                                           ""                                                 NULL                                               NULL
727887                                             2489                                               930314                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    5781.00                                            6681.00                                            "DUCHOD"                                           "YZ"                                               "23886204"
1313159                                            4484                                               930314                                             "PRIJEM"                                           "VKLAD"                                            18654.00                                           51006.90                                           ""                                                 NULL                                               NULL
1028507                                            3513                                               930314                                             "PRIJEM"                                           "VKLAD"                                            19078.00                                           19578.00                                           ""                                                 NULL                                               NULL
167904                                             562                                                930314                                             "PRIJEM"                                           "VKLAD"                                            1900.00                                            2200.00                                            ""                                                 NULL                                               NULL
166984                                             559                                                930314                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    5672.00                                            5972.00                                            "DUCHOD"                                           "OP"                                               "74414402"
2135180                                            7231                                               930314                                             "PRIJEM"                                           "VKLAD"                                            500.00                                             500.00                                             ""                                                 NULL                                               NULL
911507                                             3108                                               930314                                             "PRIJEM"                                           "VKLAD"                                            600.00                                             600.00                                             ""                                                 NULL                                               NULL
699223                                             2393                                               930314                                             "PRIJEM"                                           "VKLAD"                                            10737.00                                           36223.90                                           ""                                                 NULL                                               NULL
1081330                                            3693                                               930314                                             "PRIJEM"                                           "VKLAD"                                            15447.00                                           35096.90                                           ""                                                 NULL                                               NULL
226657                                             772                                                930314                                             "PRIJEM"                                           "VKLAD"                                            24009.00                                           47950.00                                           ""                                                 NULL                                               NULL
717562                                             2458                                               930314                                             "PRIJEM"                                           "VKLAD"                                            1100.00                                            1100.00                                            ""                                                 NULL                                               NULL
1548752                                            5270                                               930314                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    44749.00                                           125825.70                                          ""                                                 "IJ"                                               "80269753"
1549099                                            5270                                               930314                                             "VYDAJ"                                            "VYBER"                                            51700.00                                           74125.70                                           ""                                                 NULL                                               NULL
1549100                                            5270                                               930314                                             "VYDAJ"                                            "VYBER"                                            25300.00                                           48825.70                                           ""                                                 NULL                                               NULL
849723                                             2895                                               930314                                             "PRIJEM"                                           "VKLAD"                                            18146.00                                           18446.00                                           ""                                                 NULL                                               NULL
608138                                             2070                                               930314                                             "PRIJEM"                                           "VKLAD"                                            12138.00                                           32279.00                                           ""                                                 NULL                                               NULL
144557                                             485                                                930315                                             "PRIJEM"                                           "VKLAD"                                            5697.00                                            44656.90                                           ""                                                 NULL                                               NULL
1977570                                            6701                                               930315                                             "PRIJEM"                                           "VKLAD"                                            200.00                                             200.00                                             ""                                                 NULL                                               NULL
1136395                                            3883                                               930315                                             "PRIJEM"                                           "VKLAD"                                            500.00                                             500.00                                             ""                                                 NULL                                               NULL
1273277                                            4355                                               930315                                             "PRIJEM"                                           "VKLAD"                                            1400.00                                            2200.00                                            ""                                                 NULL                                               NULL
1100766                                            3760                                               930315                                             "PRIJEM"                                           "VKLAD"                                            10539.00                                           41508.70                                           ""                                                 NULL                                               NULL
858902                                             2926                                               930315                                             "VYDAJ"                                            "VYBER"                                            4900.00                                            25916.00                                           ""                                                 NULL                                               NULL
